pair_id,variant,tag,sql,plan,latency_ms
151,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'SG' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.786
151,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'SG' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.772
152,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'US';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
152,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'US';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
153,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'DE' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.906
153,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'DE' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.787
154,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'fashion' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),8.739
154,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'fashion' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.374
155,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'US' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.718
155,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'US' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.868
156,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'BR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.025
156,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'BR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
157,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'US' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.82
157,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'US' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.988
158,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'SG';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.025
158,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'SG';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
159,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'toys' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),8.895
159,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'toys' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.773
160,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,1.585
160,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.148
161,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'BR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
161,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'BR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
162,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'toys' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),8.925
162,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'toys' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.828
163,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'returned' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,1.677
163,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'returned' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.141
164,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'home' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.326
164,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'home' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),16.019
165,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'home' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.354
165,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'home' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.431
166,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'AU' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.743
166,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'AU' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.878
167,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'SG';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
167,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'SG';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
168,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'DE' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.795
168,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'DE' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.789
169,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'US';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
169,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'US';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.027
170,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'toys' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),8.644
170,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'toys' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.367
171,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.137
171,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.051
172,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'toys' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),8.634
172,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'toys' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.605
173,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'shipped' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.334
173,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'shipped' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.06
174,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'shipped' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.329
174,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'shipped' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.061
175,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'DE';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.027
175,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'DE';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
176,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'AU' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.837
176,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'AU' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.941
177,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'GB';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
177,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'GB';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
178,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'books' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.3
178,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'books' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.892
179,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'BR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
179,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'BR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
180,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'SG';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
180,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'SG';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.027
181,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'DE';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
181,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'DE';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
182,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.353
182,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.057
183,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'SG' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.858
183,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'SG' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.861
184,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'SG' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.867
184,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'SG' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.867
185,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
185,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
186,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'AU' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.559
186,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'AU' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.852
187,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'returned' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,1.613
187,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'returned' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.141
188,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'returned' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,1.598
188,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'returned' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.139
189,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'US' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.663
189,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'US' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.892
190,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'electronics' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),7.571
190,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'electronics' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),14.876
